id,title,author,text,label
4548,Scientists Map Human Genome Progress,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
4549,Local Community Center Opens New Wing,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4550,New Study Reveals Benefits of Exercise,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4551,Mayor Announces Infrastructure Plan,Sam Lee,"According to a recent report by credible sources, the city budget increased by 5%.",0
4552,Stock Market Sees Moderate Growth,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
4553,Government Plans to Confiscate Guns,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
4554,Scientists Map Human Genome Progress,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
4555,Mayor Announces Infrastructure Plan,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
4556,Shocking Health Secret Exposed,Patricia Brown,This unbelievable event will change everything you know about the government...,1
4557,New Study Reveals Benefits of Exercise,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4558,You Won’t Believe What Politician Said,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4559,You Won’t Believe What Politician Said,Alex Johnson,This unbelievable event will change everything you know about the government...,1
4560,Government Plans to Confiscate Guns,Jane Doe,This unbelievable event will change everything you know about the government...,1
4561,Miracle Cure for Diabetes Discovered,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4562,Celeb Scandals Hidden from You,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
4563,Government Plans to Confiscate Guns,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4564,Government Plans to Confiscate Guns,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4565,Stock Market Sees Moderate Growth,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4566,You Won’t Believe What Politician Said,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4567,Mayor Announces Infrastructure Plan,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4568,New Study Reveals Benefits of Exercise,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4569,Miracle Cure for Diabetes Discovered,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
4570,Local Community Center Opens New Wing,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4571,Celeb Scandals Hidden from You,Alex Johnson,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4572,New Study Reveals Benefits of Exercise,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
4573,You Won’t Believe What Politician Said,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
4574,Local Community Center Opens New Wing,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
4575,Local Community Center Opens New Wing,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4576,Stock Market Sees Moderate Growth,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
4577,Miracle Cure for Diabetes Discovered,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
4578,Celeb Scandals Hidden from You,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
4579,Mayor Announces Infrastructure Plan,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4580,Miracle Cure for Diabetes Discovered,John Smith,This unbelievable event will change everything you know about the government...,1
4581,Local Community Center Opens New Wing,John Smith,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4582,Stock Market Sees Moderate Growth,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
4583,Mayor Announces Infrastructure Plan,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4584,Local Community Center Opens New Wing,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
4585,Celeb Scandals Hidden from You,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
4586,Mayor Announces Infrastructure Plan,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
4587,Government Plans to Confiscate Guns,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
4588,You Won’t Believe What Politician Said,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
4589,Local Community Center Opens New Wing,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
4590,Stock Market Sees Moderate Growth,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4591,Miracle Cure for Diabetes Discovered,Patricia Brown,This unbelievable event will change everything you know about the government...,1
4592,Mayor Announces Infrastructure Plan,Unknown,"According to a recent report by credible sources, the city budget increased by 5%.",0
4593,Scientists Map Human Genome Progress,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
4594,Celeb Scandals Hidden from You,Jane Doe,This unbelievable event will change everything you know about the government...,1
4595,Local Community Center Opens New Wing,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
4596,Miracle Cure for Diabetes Discovered,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
4597,New Study Reveals Benefits of Exercise,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
4598,Celeb Scandals Hidden from You,Patricia Brown,New research shows cures suppressed by pharmaceutical companies...,1
4599,Mayor Announces Infrastructure Plan,John Smith,"In an interview, the mayor highlighted community involvement in the project.",0
4600,Stock Market Sees Moderate Growth,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
4601,Miracle Cure for Diabetes Discovered,Jane Doe,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4602,Government Plans to Confiscate Guns,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
4603,Stock Market Sees Moderate Growth,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
4604,Scientists Map Human Genome Progress,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
4605,Local Community Center Opens New Wing,Alex Johnson,"In an interview, the mayor highlighted community involvement in the project.",0
4606,Stock Market Sees Moderate Growth,Sam Lee,Officials announced a new public transportation route aimed at reducing traffic.,0
4607,Shocking Health Secret Exposed,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
4608,New Study Reveals Benefits of Exercise,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
4609,New Study Reveals Benefits of Exercise,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
4610,Stock Market Sees Moderate Growth,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
